Originalname,Chromosome_B73RefGen_v2position(bp)
PZE-103154823,3_207731639
PZE-103154903,3_207755615
PZE-103155087,3_207771178
PZE-103155389,3_208044143
PZE-103155390,3_208044773
PZE-103155417,3_208048153
PZE-103155438,3_208056164
PZE-103155445,3_208058223
PZE-103155455,3_208063573
PZE-103155456,3_208063825
PZE-103155461,3_208066973
PZE-103155477,3_208090027
PZE-103155591,3_208271820
PZE-103155594,3_208274438
PZE-103155732,3_208413696
PZE-103156306,3_208793978
PZE-103156524,3_208889261
PZE-103156977,3_209027687
PZE-103157194,3_209094943
PZE-103157276,3_209130133
PZE-103157282,3_209130483
PZE-103157403,3_209308283
PZE-103157406,3_209310270
PZE-103157458,3_209492822
PZE-103157460,3_209492904
PZE-103157474,3_209543888
PZE-103157525,3_209601607
PZE-103157625,3_209655998
PZE-103157651,3_209716623
PZE-103157683,3_209726284
PZE-103157755,3_209798825
PZE-103157756,3_209799006
PZE-103157797,3_209839200
PZE-103158112,3_210066364
PZE-103158150,3_210136222
PZE-103158500,3_210271533
PZE-103158515,3_210275583
PZE-103158598,3_210418567
PZE-103158625,3_210425706
PZE-103158628,3_210425878
PZE-103158629,3_210425925
PZE-103158635,3_210426289
PZE-103158636,3_210426314
PZE-103158994,3_210583319
PZE-103159262,3_210755398
PZE-103159288,3_210760174
PZE-103159374,3_210790310
PZE-103159691,3_210979250
PZE-103159840,3_211123147
PZE-103159849,3_211128815
PZE-103160158,3_211230808
PZE-103160210,3_211324579
PZE-103160218,3_211327406
PZE-103160227,3_211329295
PZE-103160229,3_211329773
PZE-103160255,3_211384984
PZE-103160673,3_211718686
PZE-103160675,3_211718758
PZE-103161091,3_211968759
PZE-103161226,3_212019925
PZE-103161307,3_212026255
PZE-103161658,3_212268761
PZE-103161873,3_212445689
PZE-103162182,3_212548418
PZE-103162198,3_212552119
PZE-103162301,3_212692256
PZE-103162315,3_212696569
PZE-103162319,3_212698619
PZE-103162345,3_212703863
PZE-103162357,3_212706839
PZE-103162358,3_212706861
PZE-103162359,3_212706882
PZE-103162439,3_212740411
PZE-103162529,3_212771163
PZE-103162559,3_212830475
PZE-103162566,3_212832524
PZE-103162576,3_212834842
PZE-103162577,3_212834868
PZE-103162582,3_212836525
PZE-103162654,3_213010285
PZE-103162678,3_213223036
PZE-103162726,3_213298419
PZE-103162731,3_213298747
PZE-103162732,3_213299144
PZE-103162736,3_213302124
PZE-103162737,3_213302418
PZE-103162945,3_213414135
PZE-103162963,3_213414972
PZE-103162977,3_213416450
PZE-103163019,3_213475714
PZE-103163035,3_213524975
PZE-103163074,3_213548374
PZE-103163097,3_213558197
PZE-103163478,3_213622390
PZE-103163529,3_213654405
PZE-103163538,3_213655350
PZE-103163616,3_213776042
PZE-103163623,3_213776627
PZE-103163990,3_213804184
PZE-103164253,3_214176019
PZE-103164338,3_214208285
PZE-103164358,3_214200967
PZE-103164399,3_214276778
PZE-103164666,3_214476019
PZE-103164669,3_214476473
PZE-103164677,3_214476991
PZE-103164867,3_214715886
PZE-103164941,3_214752952
PZE-103164978,3_214758947
PZE-103165058,3_214795607
PZE-103165191,3_214830550
PZE-103165394,3_214861641
PZE-103165542,3_214997753
PZE-103165565,3_215017358
PZE-103165581,3_215017751
PZE-103165624,3_215036562
PZE-103165697,3_215087731
PZE-103165853,3_215214321
PZE-103165871,3_215218459
PZE-103165953,3_215381019
PZE-103166503,3_215480082
PZE-103166554,3_215536260
PZE-103166581,3_215593060
PZE-103166585,3_215632411
PZE-103166587,3_215632888
PZE-103166830,3_215787740
PZE-103166888,3_215849247
PZE-103166902,3_215850458
PZE-103166903,3_215850632
PZE-103166909,3_215902752
PZE-103166966,3_215931370
PZE-103167491,3_216305962
PZE-103167510,3_216306670
PZE-103167547,3_216320623
PZE-103167612,3_216414961
PZE-103167613,3_216414998
PZE-103167850,3_216477504
PZE-103167938,3_216483610
PZE-103167997,3_216528512
PZE-103168199,3_216842809
PZE-103168241,3_216871403
PZE-103168273,3_216877039
PZE-103168329,3_216884526
PZE-103168587,3_217008813
PZE-103168588,3_217008927
PZE-103168658,3_217097706
PZE-103168757,3_217148282
PZE-103169160,3_217354617
PZE-103169263,3_217361538
PZE-103169628,3_217651103
PZE-103169726,3_217694945
PZE-103169727,3_217695084
PZE-103169734,3_217700170
PZE-103169740,3_217704313
PZE-103169856,3_217666239
PZE-103169902,3_217669035
PZE-103169904,3_217669263
PZE-103169968,3_217639981
PZE-103170187,3_217566621
PZE-103170199,3_217563358
PZE-103170257,3_217797393
PZE-103170444,3_217876667
PZE-103170677,3_217935763
PZE-103170973,3_218117031
PZE-103171024,3_218184179
PZE-103171031,3_218184793
PZE-103171163,3_218190805
PZE-103171189,3_218196345
PZE-103171220,3_218266352
PZE-103171255,3_218258052
PZE-103171398,3_218487875
PZE-103171405,3_218494175
PZE-103171520,3_218778557
PZE-103171526,3_218779822
PZE-103171531,3_218780564
PZE-103171561,3_218787839
PZE-103171593,3_218798134
PZE-103171596,3_218799299
PZE-103171599,3_218801149
PZE-103171654,3_218835935
PZE-103171775,3_218909478
PZE-103172191,3_219260035
PZE-103172210,3_219293399
PZE-103172227,3_219335861
PZE-103172250,3_219374790
PZE-103172406,3_219411814
PZE-103172593,3_219488538
PZE-103172732,3_219579336
PZE-103172733,3_219579391
PZE-103172993,3_219750866
PZE-103173101,3_219784123
PZE-103173261,3_219841873
PZE-103173262,3_219841911
PZE-103173277,3_219844514
PZE-103173362,3_219871725
PZE-103173540,3_220028220
PZE-103173605,3_220285862
PZE-103173659,3_220442329
PZE-103173723,3_220520740
PZE-103173729,3_220520850
PZE-103173763,3_220526324
PZE-103173801,3_220645020
PZE-103173853,3_220652588
PZE-103173858,3_220652864
PZE-103173865,3_220653256
PZE-103173892,3_220658597
PZE-103173926,3_220680533
PZE-103174019,3_220685987
PZE-103174030,3_220686743
PZE-103174064,3_220704333
PZE-103174102,3_220734691
PZE-103174386,3_220848936
PZE-103174809,3_221221111
PZE-103174823,3_221275467
PZE-103174882,3_221241050
PZE-103174883,3_221240885
PZE-103174950,3_221302217
PZE-103174975,3_221307285
PZE-103174982,3_221308065
PZE-103175040,3_221348215
PZE-103175077,3_221402805
PZE-103175094,3_221434045
PZE-103175169,3_221503835
PZE-103175460,3_221569407
PZE-103175463,3_221571223
PZE-103175526,3_221581517
PZE-103175530,3_221582955
PZE-103175533,3_221583442
PZE-103175542,3_221608034
PZE-103175604,3_221612816
PZE-103175636,3_221634693
PZE-103175677,3_221678136
PZE-103175731,3_221684027
PZE-103175779,3_221688583
PZE-103175780,3_221688611
PZE-103175946,3_221705978
PZE-103176050,3_221913481
PZE-103176167,3_221923815
PZE-103176462,3_222439800
PZE-103176477,3_222451007
PZE-103176479,3_222452287
PZE-103176493,3_222460453
PZE-103176596,3_222552611
PZE-103176597,3_222552746
PZE-103176659,3_222583057
PZE-103176772,3_222623324
PZE-103176862,3_222726491
PZE-103176922,3_222733587
PZE-103176926,3_222767345
PZE-103176996,3_222820187
PZE-103177027,3_222907159
PZE-103177055,3_222951469
PZE-103177256,3_223083433
PZE-103177258,3_223083185
PZE-103177259,3_223083077
PZE-103177271,3_223169198
PZE-103177313,3_223174362
PZE-103177373,3_223307619
PZE-103177374,3_223307664
PZE-103177375,3_223307685
PZE-103177595,3_223539057
PZE-103177599,3_223539204
PZE-103177674,3_223561082
PZE-103177734,3_223673160
PZE-103177746,3_223680598
PZE-103177756,3_223681739
PZE-103177757,3_223681776
PZE-103177780,3_223683758
PZE-103177781,3_223683787
PZE-103177812,3_223691967
PZE-103177876,3_223739585
PZE-103177974,3_223752352
PZE-103178008,3_223757121
PZE-103178017,3_223760471
PZE-103178060,3_223763365
PZE-103178067,3_223765944
PZE-103178127,3_223842795
PZE-103178139,3_223846169
PZE-103178531,3_224019982
PZE-103178597,3_224129579
PZE-103178956,3_224461560
PZE-103178966,3_224466672
PZE-103179063,3_224485669
PZE-103179078,3_224487247
PZE-103179192,3_224495423
PZE-103179207,3_224502756
PZE-103179220,3_224540609
PZE-103179325,3_224597979
PZE-103179333,3_224606787
PZE-103179589,3_224687774
PZE-103179613,3_224836554
PZE-103179884,3_225090282
PZE-103179907,3_225099639
PZE-103179991,3_225138188
PZE-103180034,3_225170986
PZE-103180062,3_225192316
PZE-103180081,3_225203252
PZE-103180150,3_225223096
PZE-103180224,3_225334013
PZE-103180492,3_225447101
PZE-103180497,3_225452666
PZE-103180508,3_225454492
PZE-103180534,3_225456599
PZE-103180642,3_225548629
PZE-103180685,3_225579187
PZE-103180686,3_225579411
PZE-103180693,3_225584567
PZE-103181005,3_225822832
PZE-103181133,3_226150355
PZE-103181164,3_226255634
PZE-103181174,3_226261547
PZE-103181177,3_226262193
PZE-103181210,3_226405002
PZE-103181243,3_226417635
PZE-103181288,3_226512372
PZE-103181305,3_226544325
PZE-103181306,3_226544415
PZE-103181355,3_226572738
PZE-103181733,3_226818268
PZE-103181797,3_226822424
PZE-103181867,3_226824167
PZE-103181952,3_226874010
PZE-103181990,3_226957202
PZE-103182187,3_227047799
PZE-103182248,3_227064458
PZE-103182290,3_227083753
PZE-103182291,3_227083822
PZE-103182387,3_227122719
PZE-103182399,3_227128965
PZE-103182400,3_227129108
PZE-103182430,3_227191973
PZE-103182570,3_227209034
PZE-103182649,3_227227266
PZE-103182712,3_227274031
PZE-103182717,3_227274507
PZE-103182732,3_227279529
PZE-103182774,3_227353926
PZE-103182817,3_227360535
PZE-103182818,3_227360576
PZE-103182823,3_227360806
PZE-103182953,3_227413494
PZE-103182970,3_227416580
PZE-103183033,3_227432059
PZE-103183050,3_227436151
PZE-103183069,3_227450962
PZE-103183147,3_227486499
PZE-103183225,3_227623869
PZE-103183235,3_227624308
PZE-103183272,3_227710521
PZE-103183391,3_227827542
PZE-103183436,3_227916988
PZE-103183442,3_227924654
PZE-103183462,3_227929298
PZE-103183476,3_227937959
PZE-103183502,3_227970100
PZE-103183548,3_228071857
PZE-103183550,3_228074534
PZE-103183565,3_228093802
PZE-103183621,3_228250735
PZE-103183648,3_228262146
PZE-103183656,3_228264793
PZE-103183662,3_228266158
PZE-103183701,3_228369946
PZE-103183706,3_228370480
PZE-103183707,3_228370892
PZE-103183711,3_228372531
PZE-103183739,3_228401809
PZE-103183786,3_228451330
PZE-103183787,3_228451397
PZE-103183814,3_228547395
PZE-103183818,3_228550176
PZE-103183853,3_228583619
PZE-103183915,3_228655314
PZE-103183938,3_228702487
PZE-103183965,3_228720643
PZE-103184020,3_228882808
PZE-103184089,3_228987774
PZE-103184138,3_228999318
PZE-103184233,3_229036482
PZE-103184341,3_229131539
PZE-103184380,3_229192335
PZE-103184385,3_229196908
PZE-103184446,3_229252209
PZE-103184447,3_229253208
PZE-103184457,3_229259920
PZE-103184458,3_229261950
PZE-103184471,3_229302945
PZE-103184603,3_229385474
PZE-103184624,3_229419757
PZE-103185090,3_229637940
PZE-103185158,3_229656906
PZE-103185177,3_229664886
PZE-103185258,3_229741521
PZE-103185302,3_229813113
PZE-103185410,3_229865894
PZE-103185468,3_229906003
PZE-103185614,3_230153004
PZE-103185632,3_230157293
PZE-103185754,3_230182652
PZE-103185858,3_230248501
PZE-103185889,3_230253707
PZE-103185890,3_230253878
PZE-103185891,3_230254553
PZE-103185983,3_230339833
PZE-103186042,3_230393273
PZE-103186043,3_230393305
PZE-103186065,3_230393951
PZE-103186101,3_230419248
PZE-103186157,3_230441840
PZE-103186172,3_230443916
PZE-103186202,3_230537170
PZE-103186218,3_230535265
PZE-103186257,3_230526530
PZE-103186258,3_230526509
PZE-103186325,3_230515826
PZE-103186378,3_230508942
PZE-103186381,3_230508861
PZE-103186441,3_230608052
PZE-103186491,3_230657743
PZE-103186492,3_230658950
PZE-103186532,3_230666542
PZE-103186544,3_230669730
PZE-103186551,3_230669983
PZE-103186627,3_230750417
PZE-103186661,3_230788139
PZE-103186686,3_230900686
PZE-103186727,3_230959146
PZE-103186784,3_230992107
PZE-103186785,3_230993019
PZE-103186796,3_231022793
PZE-103186797,3_231022896
PZE-103186820,3_231088786
PZE-103186823,3_231110891
PZE-103186829,3_231114743
PZE-103186863,3_231179658
PZE-103186866,3_231179926
PZE-103186909,3_231392868
PZE-103186948,3_231605338
PZE-103186955,3_231608183
PZE-103187024,3_231734138
PZE-103187071,3_231825546
PZE-103187072,3_231826112
PZE-103187073,3_231826280
PZE-103187077,3_231857121
PZE-103187082,3_231869118
PZE-103187083,3_231869311
PZE-103187090,3_231870941
PZE-103187098,3_231871628
PZE-103187124,3_231876638
PZE-103187131,3_231876766
PZE-103187160,3_231891332
PZE-103187229,3_231900068
PZE-103187248,3_231981893
PZE-103187283,3_231992598
PZE-103187323,3_231994167
PZE-103187343,3_231999311
PZE-103187344,3_231999341
PZE-103187356,3_232015210
PZE-103187365,3_232018158
PZE-103187403,3_232023437
PZE-103187434,3_232044724
PZE-103187435,3_232044700
PZE-103187436,3_232044105
PZE-103187455,3_232094969
PZE-104000008,4_29441
PZE-104000023,4_30789
PZE-104000024,4_30838
PZE-104000025,4_31028
PZE-104000027,4_31326
PZE-104000029,4_31461
PZE-104000037,4_31961
PZE-104000040,4_32233
PZE-104000045,4_32475
PZE-104000062,4_62471
PZE-104000116,4_140209
PZE-104000178,4_350304
PZE-104000239,4_515015
PZE-104000245,4_515187
PZE-104000251,4_522039
PZE-104000272,4_596470
PZE-104000300,4_608683
PZE-104000308,4_609379
PZE-104000354,4_662422
PZE-104000379,4_691411
PZE-104000439,4_825132
PZE-104000488,4_764133
PZE-104000566,4_766291
PZE-104000610,4_813946
PZE-104000768,4_832195
PZE-104000850,4_845564
PZE-104000938,4_908633
PZE-104001077,4_1070264
PZE-104001128,4_1076499
PZE-104001186,4_1093747
PZE-104001238,4_1047561
PZE-104001296,4_1150893
PZE-104001301,4_1151547
PZE-104001384,4_1870690
PZE-104001403,4_1881160
PZE-104001404,4_1881207
PZE-104001409,4_1882905
PZE-104001411,4_1883270
PZE-104001592,4_1986674
PZE-104001654,4_2004299
PZE-104002805,4_2653924
PZE-104002900,4_2664737
PZE-104002937,4_2681396
PZE-104002953,4_2691206
PZE-104003003,4_2762142
PZE-104003099,4_2766471
PZE-104003184,4_2814297
PZE-104003437,4_2865776
PZE-104003542,4_2980645
PZE-104003599,4_2995966
PZE-104003608,4_2997685
PZE-104003617,4_2998277
PZE-104003833,4_3140718
PZE-104003895,4_3246126
PZE-104003896,4_3246263
PZE-104004045,4_3398925
PZE-104004048,4_3407887
PZE-104004193,4_3462904
PZE-104004194,4_3462992
PZE-104004195,4_3463205
PZE-104004196,4_3463349
PZE-104004232,4_3466950
PZE-104004415,4_3515393
PZE-104004499,4_3595187
PZE-104004501,4_3596029
PZE-104004523,4_3600690
PZE-104004875,4_3890824
PZE-104005031,4_4057478
PZE-104005149,4_4092498
PZE-104005295,4_1265285
PZE-104005298,4_1264828
PZE-104005318,4_1260478
PZE-104005329,4_1255529
PZE-104005331,4_1255163
PZE-104005415,4_1222568
PZE-104005416,4_1222288
PZE-104005434,4_1221690
PZE-104005454,4_1220753
PZE-104005468,4_1219776
PZE-104005482,4_1458931
PZE-104005530,4_1461461
PZE-104005531,4_1461490
PZE-104005542,4_1464946
PZE-104005555,4_1483302
PZE-104005561,4_1484632
PZE-104005584,4_1485494
PZE-104005604,4_1492446
PZE-104005607,4_1493100
PZE-104005656,4_1510112
PZE-104005660,4_1510294
PZE-104005668,4_1510591
PZE-104005694,4_1512170
PZE-104005713,4_4189268
PZE-104005779,4_4206268
PZE-104005803,4_4211367
PZE-104005833,4_4212327
PZE-104005991,4_4288123
PZE-104005992,4_4289239
PZE-104006034,4_4322559
PZE-104006040,4_4325700
PZE-104006165,4_4476092
PZE-104006203,4_4477805
PZE-104006216,4_4479253
PZE-104006244,4_4487254
PZE-104006975,4_4910161
PZE-104007604,4_5246710
PZE-104008143,4_5419293
PZE-104008158,4_5424673
PZE-104008189,4_5455656
PZE-104008253,4_5466640
PZE-104008285,4_5503722
PZE-104008288,4_5506045
PZE-104008299,4_5590650
PZE-104008357,4_5707187
PZE-104008414,4_5709812
PZE-104008503,4_5823602
PZE-104008841,4_5980646
PZE-104008924,4_5990508
PZE-104009189,4_6109125
PZE-104009209,4_6110597
PZE-104009216,4_6165371
PZE-104009340,4_6386865
PZE-104009343,4_6386989
PZE-104009393,4_6411812
PZE-104009395,4_6412404
PZE-104009396,4_6412557
PZE-104009398,4_6412821
PZE-104009428,4_6418617
PZE-104009499,4_6439018
PZE-104009607,4_6553720
PZE-104009638,4_6545029
PZE-104009671,4_6600076
PZE-104009755,4_6625084
PZE-104009802,4_6686320
PZE-104009876,4_6946963
PZE-104009983,4_7007998
PZE-104010039,4_7016560
PZE-104010109,4_7153998
PZE-104010111,4_7154758
PZE-104010113,4_7155405
PZE-104010129,4_7172555
PZE-104010147,4_7174847
PZE-104010150,4_7176713
PZE-104010195,4_7263920
PZE-104010326,4_7436345
PZE-104010327,4_7437223
PZE-104010351,4_7448481
PZE-104010366,4_7468900
PZE-104010367,4_7468959
PZE-104010371,4_7469188
PZE-104010389,4_7489332
PZE-104010414,4_7566111
PZE-104010425,4_7566836
PZE-104010434,4_7567350
PZE-104010447,4_7541289
PZE-104010475,4_7618125
PZE-104010477,4_7618284
PZE-104010485,4_7699311
PZE-104010497,4_7716412
PZE-104010504,4_7726313
PZE-104010514,4_7751324
PZE-104010541,4_7889109
PZE-104010552,4_7929588
PZE-104010611,4_8205873
PZE-104010709,4_8773387
PZE-104010718,4_8820361
PZE-104010719,4_8822401
PZE-104010729,4_8910693
PZE-104010735,4_8957570
PZE-104010744,4_9082720
PZE-104010751,4_9019003
PZE-104010763,4_9011640
PZE-104010766,4_9011101
PZE-104010781,4_9126255
PZE-104010819,4_9232377
PZE-104010850,4_9350736
PZE-104010855,4_9350964
PZE-104010861,4_9353397
PZE-104010863,4_9353851
PZE-104010933,4_9493236
PZE-104010950,4_9588938
PZE-104011070,4_9681734
PZE-104011108,4_9698448
PZE-104011271,4_9760095
PZE-104011306,4_9859141
PZE-104011307,4_9859359
PZE-104011339,4_9891505
PZE-104011417,4_9801490
PZE-104011437,4_9963787
PZE-104011522,4_10024531
PZE-104011650,4_10087637
PZE-104011716,4_10181663
PZE-104011746,4_10216379
PZE-104011831,4_10220935
PZE-104011903,4_10228930
PZE-104011906,4_10230283
PZE-104011908,4_10231505
PZE-104011909,4_10231538
PZE-104011956,4_10250022
PZE-104012007,4_10394930
PZE-104012403,4_10651614
PZE-104012412,4_10656171
PZE-104012465,4_10697685
PZE-104012490,4_10768886
PZE-104012524,4_10795858
PZE-104012693,4_10877865
PZE-104012758,4_10903835
PZE-104012818,4_11075210
PZE-104012876,4_11018927
PZE-104012897,4_11020014
PZE-104012925,4_11081179
PZE-104012973,4_11209626
PZE-104012976,4_11210618
PZE-104013034,4_11264438
PZE-104013117,4_11332088
PZE-104013142,4_11385233
PZE-104013159,4_11389064
PZE-104013166,4_11391893
PZE-104013174,4_11410107
PZE-104013223,4_11467364
PZE-104013311,4_11576332
PZE-104013386,4_11646942
PZE-104013529,4_11824245
PZE-104013557,4_11829566
PZE-104013627,4_11880030
PZE-104013645,4_11887360
PZE-104013646,4_11887433
PZE-104013651,4_11916567
PZE-104013652,4_11916607
PZE-104013653,4_11916670
PZE-104013742,4_12050310
PZE-104013781,4_12082791
PZE-104013794,4_12084011
PZE-104013824,4_12205446
PZE-104013895,4_12222427
PZE-104013918,4_12298232
PZE-104013934,4_12402984
PZE-104013996,4_12606643
PZE-104014100,4_12909960
PZE-104014110,4_12932118
PZE-104014229,4_13126554
PZE-104014231,4_13126886
PZE-104014233,4_13127323
PZE-104014244,4_13130214
PZE-104014318,4_13164849
PZE-104014347,4_13349640
PZE-104014447,4_13418408
PZE-104014546,4_13771270
PZE-104014578,4_13814785
PZE-104014603,4_13815752
PZE-104014633,4_13863477
PZE-104014654,4_13910809
PZE-104014765,4_14033065
PZE-104014780,4_14036462
PZE-104014840,4_14040173
PZE-104014984,4_14349231
PZE-104014994,4_14378055
PZE-104015032,4_14428167
PZE-104015086,4_14541356
PZE-104015116,4_14522864
PZE-104015155,4_14573101
PZE-104015279,4_14685198
PZE-104015374,4_14725893
PZE-104015432,4_14813234
PZE-104015435,4_14814530
PZE-104015444,4_14819228
PZE-104015468,4_14827954
PZE-104015469,4_14827998
PZE-104015483,4_14856309
PZE-104015488,4_14857288
PZE-104015507,4_14861376
PZE-104015539,4_14930170
PZE-104015600,4_14992306
PZE-104015830,4_15350952
PZE-104015861,4_15529476
PZE-104015862,4_15529504
PZE-104015863,4_15531421
PZE-104015986,4_15617058
PZE-104016012,4_15670425
PZE-104016022,4_15688231
PZE-104016055,4_15693419
PZE-104016070,4_15696306
PZE-104016078,4_15697982
PZE-104016126,4_15821462
PZE-104016135,4_15827915
PZE-104016174,4_15860225
PZE-104016236,4_15938062
PZE-104016299,4_16095882
PZE-104016322,4_16128675
PZE-104016330,4_16130336
