Originalname	Chromosome	B73RefGen_v2position(bp)
PZE-101212926	1	263000753
PZE-101212968	1	263007560
PZE-101213032	1	263143241
PZE-101213102	1	263154000
PZE-101213233	1	263210544
PZE-101213253	1	263220420
PZE-101213256	1	263220725
PZE-101213283	1	263234822
PZE-101213333	1	263429039
PZE-101213356	1	263441265
PZE-101213385	1	263603731
PZE-101213479	1	263701953
PZE-101213484	1	263708924
PZE-101213494	1	263732110
PZE-101213501	1	263733683
PZE-101213558	1	263740719
PZE-101213588	1	263752552
PZE-101213633	1	263941382
PZE-101213680	1	264094317
PZE-101213720	1	264163677
PZE-101213727	1	264164784
PZE-101213737	1	264166955
PZE-101213738	1	264167330
PZE-101213762	1	264172677
PZE-101213812	1	264202790
PZE-101213906	1	264212108
PZE-101214000	1	264502708
PZE-101214004	1	264506032
PZE-101214116	1	264520117
PZE-101214117	1	264520161
PZE-101214118	1	264520194
PZE-101214133	1	264522231
PZE-101214221	1	264530780
PZE-101214249	1	264594721
PZE-101214250	1	264596664
PZE-101214281	1	264740244
PZE-101214331	1	264799902
PZE-101214344	1	264853733
PZE-101214376	1	264857518
PZE-101214418	1	264866209
PZE-101214422	1	264866317
PZE-101214474	1	264954323
PZE-101214480	1	264957465
PZE-101214532	1	264962612
PZE-101214606	1	264986842
PZE-101214787	1	265436521
PZE-101214804	1	265437856
PZE-101214818	1	265440855
PZE-101215024	1	265523588
PZE-101215093	1	265592997
PZE-101215121	1	265652759
PZE-101215138	1	265654966
PZE-101215143	1	265655156
PZE-101215173	1	265676312
PZE-101215235	1	265758515
PZE-101215248	1	265747317
PZE-101215279	1	265880389
PZE-101215284	1	265891456
PZE-101215292	1	265913516
PZE-101215293	1	265913554
PZE-101215364	1	266058888
PZE-101215382	1	266043904
PZE-101215394	1	266047276
PZE-101215416	1	266048142
PZE-101215424	1	266085207
PZE-101215428	1	266085367
PZE-101215449	1	266094940
PZE-101215579	1	266162159
PZE-101215580	1	266162444
PZE-101215638	1	266266994
PZE-101215648	1	266310270
PZE-101215649	1	266310586
PZE-101215672	1	266333757
PZE-101215677	1	266334191
PZE-101215699	1	266369422
PZE-101215733	1	266471548
PZE-101215754	1	266672384
PZE-101215797	1	266943230
PZE-101215804	1	266943492
PZE-101215808	1	266949760
PZE-101215826	1	266951613
PZE-101215834	1	266952518
PZE-101216059	1	267154025
PZE-101216104	1	267162166
PZE-101216412	1	267536610
PZE-101216432	1	267547020
PZE-101216433	1	267548263
PZE-101216445	1	267556399
PZE-101216470	1	267568001
PZE-101216508	1	267572723
PZE-101216533	1	267614926
PZE-101216563	1	267804979
PZE-101216586	1	267862184
PZE-101216712	1	267888703
PZE-101216827	1	267908158
PZE-101216889	1	267965807
PZE-101216967	1	268168212
PZE-101217024	1	268178334
PZE-101217075	1	268308999
PZE-101217291	1	268558410
PZE-101217415	1	268736375
PZE-101217422	1	268736796
PZE-101217474	1	268814080
PZE-101217498	1	268878069
PZE-101217499	1	268878104
PZE-101217505	1	268880690
PZE-101217507	1	268881104
PZE-101217508	1	268881128
PZE-101217553	1	268938845
PZE-101217654	1	268946364
PZE-101217760	1	269022807
PZE-101217778	1	269026864
PZE-101217824	1	269037450
PZE-101217941	1	269118095
PZE-101218080	1	269218944
PZE-101218183	1	269287332
PZE-101218384	1	269298258
PZE-101218499	1	269496695
PZE-101218711	1	269866918
PZE-101218725	1	269932495
PZE-101218726	1	269932585
PZE-101218765	1	270054989
PZE-101218778	1	270024404
PZE-101218801	1	270029982
PZE-101218835	1	270126883
PZE-101218887	1	270251439
PZE-101218891	1	270251614
PZE-101218895	1	270253697
PZE-101218900	1	270257510
PZE-101218910	1	270258173
PZE-101218947	1	270351694
PZE-101218948	1	270351141
PZE-101218966	1	270409892
PZE-101219112	1	270560826
PZE-101219180	1	270668380
PZE-101219227	1	270670952
PZE-101219359	1	270705505
PZE-101219382	1	270735207
PZE-101219403	1	270832283
PZE-101219440	1	270876861
PZE-101219442	1	270877265
PZE-101219453	1	270884862
PZE-101219487	1	270963711
PZE-101219533	1	270982658
PZE-101219610	1	271001534
PZE-101219633	1	271025986
PZE-101219643	1	271027226
PZE-101219678	1	271111712
PZE-101219724	1	271126791
PZE-101219786	1	271191093
PZE-101219839	1	271223651
PZE-101219849	1	271236170
PZE-101219854	1	271236346
PZE-101219920	1	271312636
PZE-101219932	1	271313099
PZE-101219933	1	271313121
PZE-101219969	1	271314576
PZE-101219998	1	271320531
PZE-101219999	1	271341256
PZE-101220014	1	271334672
PZE-101220069	1	271332592
PZE-101220098	1	271627282
PZE-101220121	1	271681138
PZE-101220149	1	271749865
PZE-101220221	1	271762969
PZE-101220286	1	271766981
PZE-101220301	1	271768436
PZE-101220335	1	271796033
PZE-101220338	1	271796093
PZE-101220442	1	271970014
PZE-101220452	1	271972836
PZE-101220456	1	271973928
PZE-101221171	1	272455215
PZE-101221207	1	272442638
PZE-101221278	1	272555139
PZE-101221319	1	272572756
PZE-101221377	1	272641978
PZE-101221555	1	272838112
PZE-101221583	1	272832610
PZE-101221612	1	272825612
PZE-101221649	1	272939342
PZE-101221651	1	272939643
PZE-101221680	1	273024166
PZE-101221687	1	273035358
PZE-101221762	1	273096631
PZE-101221874	1	273101975
PZE-101221971	1	273232251
PZE-101222116	1	273299369
PZE-101222142	1	273326817
PZE-101222185	1	273336031
PZE-101222195	1	273336453
PZE-101222233	1	273340677
PZE-101222240	1	273342335
PZE-101222284	1	273375012
PZE-101222331	1	273445920
PZE-101222337	1	273450284
PZE-101222338	1	273450920
PZE-101222398	1	273675847
PZE-101222418	1	273677906
PZE-101222419	1	273677932
PZE-101222421	1	273678085
PZE-101222445	1	273693583
PZE-101222512	1	273703729
PZE-101222530	1	273780072
PZE-101222554	1	273782552
PZE-101222610	1	273833874
PZE-101222675	1	273866378
PZE-101222687	1	273866691
PZE-101222689	1	273866965
PZE-101222690	1	273868809
PZE-101222746	1	273886044
PZE-101222779	1	273897462
PZE-101222789	1	273896938
PZE-101222852	1	274066108
PZE-101222913	1	274247858
PZE-101222938	1	274275533
PZE-101222945	1	274277961
PZE-101223111	1	274417335
PZE-101223173	1	274423773
PZE-101223251	1	274480534
PZE-101223315	1	274484556
PZE-101223423	1	274716256
PZE-101223466	1	274722612
PZE-101223708	1	274853087
PZE-101223740	1	274877616
PZE-101223850	1	274944997
PZE-101223864	1	274945728
PZE-101223875	1	274947932
PZE-101224017	1	274990688
PZE-101224367	1	275047964
PZE-101224432	1	275088462
PZE-101224439	1	275090882
PZE-101224534	1	275224350
PZE-101224626	1	275354027
PZE-101224703	1	275359673
PZE-101224758	1	275382730
PZE-101224897	1	275584997
PZE-101224937	1	275629239
PZE-101224997	1	275641188
PZE-101225046	1	275650716
PZE-101225057	1	275669162
PZE-101225065	1	275672599
PZE-101225068	1	275673776
PZE-101225069	1	275673817
PZE-101225078	1	275675923
PZE-101225113	1	275682770
PZE-101225132	1	275689060
PZE-101225240	1	275705871
PZE-101225496	1	275780292
PZE-101225570	1	275866665
PZE-101225579	1	275836558
PZE-101225664	1	275982300
PZE-101225728	1	276118719
PZE-101225822	1	276249995
PZE-101226279	1	276328175
PZE-101226356	1	276417289
PZE-101226363	1	276418125
PZE-101226427	1	276438097
PZE-101226465	1	276535203
PZE-101226503	1	276537958
PZE-101226516	1	276539461
PZE-101226630	1	276693548
PZE-101226633	1	276695830
PZE-101226711	1	276810898
PZE-101226725	1	276816355
PZE-101226968	1	276989083
PZE-101227048	1	276982100
PZE-101227145	1	277151735
PZE-101227177	1	277203909
PZE-101227206	1	277231275
PZE-101227243	1	277227255
PZE-101227262	1	277310837
PZE-101227275	1	277325614
PZE-101227291	1	277382627
PZE-101227480	1	277601629
PZE-101227493	1	277598415
PZE-101227534	1	277698547
PZE-101227544	1	277711976
PZE-101227723	1	277849665
PZE-101227775	1	277936295
PZE-101228177	1	278096630
PZE-101228240	1	278191165
PZE-101228277	1	278195980
PZE-101228519	1	278451399
PZE-101228665	1	278509581
PZE-101228673	1	278512658
PZE-101228736	1	278525934
PZE-101228783	1	278603093
PZE-101228874	1	278607249
PZE-101228961	1	278623502
PZE-101229013	1	278652042
PZE-101229026	1	278711657
PZE-101229107	1	278667820
PZE-101229134	1	278838073
PZE-101229195	1	278908851
PZE-101229323	1	279068468
PZE-101229369	1	279118501
PZE-101229632	1	279178064
PZE-101229654	1	279184987
PZE-101229795	1	279269507
PZE-101229810	1	279272878
PZE-101229857	1	279295590
PZE-101229884	1	279410741
PZE-101229904	1	279413756
PZE-101230031	1	279555720
PZE-101230046	1	279558886
PZE-101230194	1	279566933
PZE-101230411	1	279627768
PZE-101230537	1	279679896
PZE-101230775	1	279875777
PZE-101231300	1	280209649
PZE-101231475	1	280342498
PZE-101231477	1	280342748
PZE-101231530	1	280382638
PZE-101231574	1	280381109
PZE-101231613	1	280379896
PZE-101231671	1	280471255
PZE-101231715	1	280559960
PZE-101231758	1	280578622
PZE-101231817	1	280634097
PZE-101231826	1	280637432
PZE-101231883	1	280706431
PZE-101231891	1	280711400
PZE-101231970	1	280714564
PZE-101232100	1	280852855
PZE-101232138	1	280831041
PZE-101232144	1	280829526
PZE-101232381	1	280977734
PZE-101232549	1	281068865
PZE-101232578	1	281070304
PZE-101232581	1	281070786
PZE-101232763	1	281102145
PZE-101232969	1	281164488
PZE-101233035	1	281168954
PZE-101233132	1	281321400
PZE-101233231	1	281334529
PZE-101233241	1	281335832
PZE-101233246	1	281424188
PZE-101233249	1	281400820
PZE-101233287	1	281516184
PZE-101233315	1	281524399
PZE-101233364	1	281525435
PZE-101233411	1	281532112
PZE-101233418	1	281590394
PZE-101233478	1	281634295
PZE-101233747	1	281662871
PZE-101233856	1	281709453
PZE-101233861	1	281709732
PZE-101233865	1	281820244
PZE-101233950	1	281828544
PZE-101233963	1	281834594
PZE-101233966	1	281835457
PZE-101234081	1	281864113
PZE-101234425	1	282069215
PZE-101234633	1	282470652
PZE-101234638	1	282470846
PZE-101234718	1	282473715
PZE-101235483	1	283185777
PZE-101235826	1	283363772
PZE-101235852	1	283389692
PZE-101235862	1	283417091
PZE-101235865	1	283430713
PZE-101235885	1	283454224
PZE-101235888	1	283454800
PZE-101235983	1	283507072
PZE-101235992	1	283515019
PZE-101236049	1	283545279
PZE-101236176	1	283601213
PZE-101236182	1	283602546
PZE-101236380	1	283863155
PZE-101236506	1	284057506
PZE-101236529	1	284111695
PZE-101236545	1	284215734
PZE-101236596	1	284498235
PZE-101236600	1	284500666
PZE-101236759	1	285049743
PZE-101236848	1	285064026
PZE-101237390	1	285217559
PZE-101237541	1	285341392
PZE-101237701	1	285525052
PZE-101237862	1	285531537
PZE-101237901	1	285635826
PZE-101237912	1	285640719
PZE-101238223	1	285971456
PZE-101238253	1	285974301
PZE-101238451	1	286121044
PZE-101238646	1	286242640
PZE-101238691	1	286327351
PZE-101238744	1	286339138
PZE-101238860	1	286403641
PZE-101238868	1	286403940
PZE-101238979	1	286439066
PZE-101239020	1	286453013
PZE-101239111	1	286507323
PZE-101239112	1	286508202
PZE-101239119	1	286510606
PZE-101239143	1	286511842
PZE-101239311	1	286528959
PZE-101239336	1	286529647
PZE-101239396	1	286655732
PZE-101239465	1	286667925
PZE-101239742	1	286976105
PZE-101240080	1	287063893
PZE-101240161	1	287146584
PZE-101240370	1	287291452
PZE-101240454	1	287474492
PZE-101240470	1	287478767
PZE-101240535	1	287472545
PZE-101240571	1	287582850
PZE-101240603	1	287584493
PZE-101240610	1	287584755
PZE-101240619	1	287586667
PZE-101240622	1	287586834
PZE-101240731	1	287703523
PZE-101240759	1	287706175
PZE-101241048	1	287804010
PZE-101241416	1	288078992
PZE-101241459	1	288261072
PZE-101241488	1	288391990
PZE-101241530	1	288394210
PZE-101241535	1	288394832
PZE-101241854	1	288559212
PZE-101241874	1	288592854
PZE-101241875	1	288593330
PZE-101242093	1	288734333
PZE-101242227	1	288760800
PZE-101242296	1	288762444
PZE-101242316	1	288802131
PZE-101242336	1	288805764
PZE-101242552	1	289062061
PZE-101242603	1	289110529
PZE-101242713	1	289236400
PZE-101242721	1	289238830
PZE-101242832	1	289271560
PZE-101242837	1	289273857
PZE-101242961	1	289337466
PZE-101242964	1	289338985
PZE-101243006	1	289476413
PZE-101243020	1	289477804
PZE-101243107	1	289520387
PZE-101243143	1	289548479
PZE-101243215	1	289568151
PZE-101243254	1	289572733
PZE-101243661	1	290127164
PZE-101243675	1	290130280
PZE-101243725	1	290136893
PZE-101243747	1	290145708
PZE-101243813	1	290161151
PZE-101244039	1	290265854
PZE-101244040	1	290266047
PZE-101244041	1	290266128
PZE-101244043	1	290268662
PZE-101244064	1	290287160
PZE-101244077	1	290297210
PZE-101244223	1	290318126
PZE-101244291	1	290449014
PZE-101244344	1	290474156
PZE-101244459	1	290523778
PZE-101244530	1	290590152
PZE-101244557	1	290593518
PZE-101244564	1	290599828
PZE-101244608	1	290681371
PZE-101244612	1	290681752
PZE-101244646	1	290687056
PZE-101244655	1	290687444
PZE-101244669	1	290820646
PZE-101244762	1	290809424
PZE-101244772	1	290808842
PZE-101244784	1	290808665
PZE-101245369	1	291102197
PZE-101245381	1	291108415
PZE-101245544	1	291477792
PZE-101245557	1	291521802
PZE-101245575	1	291536117
PZE-101245578	1	291543344
PZE-101245587	1	291554426
PZE-101245640	1	291561347
PZE-101245939	1	291893559
PZE-101246140	1	291954366
PZE-101246274	1	292090109
PZE-101246363	1	292223562
PZE-101246418	1	292138226
PZE-101246497	1	292277069
PZE-101246580	1	292337146
PZE-101246581	1	292337172
PZE-101246660	1	292340955
PZE-101246663	1	292341123
PZE-101246810	1	292517900
PZE-101246842	1	292524761
PZE-101246866	1	292525627
PZE-101246940	1	292532318
PZE-101247063	1	292580529
PZE-101247096	1	292674311
PZE-101247588	1	293150552
PZE-101247830	1	293269638
PZE-101248001	1	293327617
PZE-101248008	1	293328637
PZE-101248148	1	293454818
PZE-101248149	1	293455008
PZE-101248317	1	293519813
PZE-101248459	1	293629369
PZE-101248473	1	293629690
PZE-101248685	1	293646759
PZE-101248704	1	293647897
PZE-101248810	1	293931397
PZE-101249094	1	294046393
PZE-101249114	1	294084520
PZE-101249153	1	294097850
PZE-101249154	1	294098977
PZE-101249157	1	294099374
PZE-101249180	1	294100926
PZE-101249399	1	294138810
PZE-101249550	1	294637272
PZE-101249551	1	294638119
PZE-101249607	1	294740025
PZE-101249608	1	294740625
PZE-101249681	1	294886134
PZE-101249703	1	294894670
PZE-101250478	1	295347199
PZE-101250560	1	295436704
PZE-101250812	1	295495079
PZE-101250819	1	295498080
PZE-101250838	1	295534308
PZE-101250840	1	295539238
PZE-101250881	1	295589536
PZE-101251110	1	295761610
PZE-101251114	1	295762691
PZE-101251251	1	295876688
PZE-101251295	1	295882058
PZE-101251367	1	295888639
PZE-101251529	1	296009775
PZE-101251539	1	296016145
PZE-101251693	1	296203126
PZE-101251928	1	296260464
PZE-101251968	1	296281664
PZE-101251978	1	296479103
PZE-101251998	1	296562815
PZE-101252027	1	296576124
PZE-101252072	1	296621512
PZE-101252359	1	296769802
PZE-101252367	1	296769452
PZE-101252429	1	296767524
PZE-101252431	1	296767385
PZE-101253086	1	297260625
PZE-101253240	1	297468306
PZE-101253314	1	297565603
PZE-101253359	1	297602063
PZE-101253373	1	297607544
PZE-101253379	1	297608072
PZE-101253504	1	297750992
PZE-101253548	1	297755752
PZE-101253570	1	297756665
PZE-101253642	1	297794535
PZE-101254368	1	298277113
PZE-101254594	1	298408800
PZE-101254595	1	298408970
PZE-101254612	1	298413219
PZE-101254657	1	298418276
PZE-101254775	1	298580016
PZE-101254776	1	298580075
PZE-101255004	1	298735575
PZE-101255015	1	298736950
PZE-101255156	1	298823134
PZE-101255159	1	298823743
PZE-101255189	1	298825869
PZE-101255292	1	298863628
PZE-101255595	1	299096074
PZE-101255765	1	299131262
PZE-101255854	1	299282713
PZE-101255981	1	299391725
PZE-101256073	1	299462324
PZE-101256077	1	299467065
PZE-101256110	1	299471268
PZE-101256189	1	299529516
PZE-101256202	1	299546947
PZE-101256211	1	299548320
PZE-101256289	1	299560203
PZE-101256290	1	299559685
PZE-101256317	1	299658894
PZE-101256362	1	299705322
PZE-101256364	1	299744529
PZE-101256370	1	299750861
PZE-101256380	1	299789970
PZE-101256470	1	299901103
PZE-101256471	1	299901006
PZE-101256542	1	299981907
PZE-101256641	1	300041086
PZE-101256707	1	300072663
PZE-101256851	1	300284644
PZE-101256915	1	300436317
PZE-101257022	1	300454962
PZE-101257077	1	300618335
PZE-101257104	1	300644232
PZE-101257120	1	300659104
PZE-101257137	1	300722508
PZE-101257175	1	300740766
PZE-101257177	1	300741199
PZE-101257184	1	300742177
PZE-101257234	1	300799736
PZE-101257235	1	300799806
PZE-101257244	1	300801437
PZE-101257260	1	300844214
PZE-101257300	1	300926871
PZE-101257312	1	300925625
PZE-101257322	1	300869242
PZE-101257333	1	300937221
PZE-101257334	1	300937242
PZE-101257342	1	300943352
PZE-101257354	1	300992726
PZE-101257420	1	301155306
PZE-101257433	1	301167553
PZE-101257475	1	301230768
PZE-101257484	1	301239091
PZE-101257491	1	301266031
PZE-101257498	1	301275802
PZE-101257510	1	301296235
PZE-102000004	2	10913
PZE-102000007	2	10770
PZE-102000079	2	138009
PZE-102000094	2	161432
PZE-102000117	2	180241
PZE-102000151	2	275341
PZE-102000197	2	402391
PZE-102000204	2	508913
PZE-102000272	2	604652
PZE-102000302	2	606401
PZE-102000318	2	655765
PZE-102000320	2	656187
PZE-102000400	2	722027
PZE-102000406	2	723330
PZE-102000428	2	730589
PZE-102000441	2	750594
PZE-102000530	2	841675
PZE-102000560	2	847909
PZE-102000584	2	851161
PZE-102000699	2	935365
PZE-102000722	2	947141
PZE-102000731	2	951391
PZE-102000760	2	1034875
PZE-102000838	2	1137274
PZE-102000839	2	1137333
PZE-102000846	2	1138614
PZE-102000848	2	1139616
PZE-102000849	2	1139657
PZE-102001095	2	1207716
PZE-102002003	2	1634492
PZE-102002360	2	1723802
PZE-102002449	2	1814558
PZE-102002451	2	1814888
PZE-102002492	2	1824359
PZE-102002992	2	1971537
PZE-102003082	2	2020244
PZE-102003182	2	2037371
PZE-102003191	2	2039498
PZE-102003235	2	2041151
PZE-102003236	2	2041283
PZE-102004688	2	2496117
PZE-102005341	2	2808922
PZE-102005342	2	2809047
PZE-102005658	2	3080604
PZE-102005660	2	3080950
PZE-102005684	2	3086207
PZE-102005843	2	3112361
PZE-102005877	2	3107562
PZE-102005883	2	3107189
PZE-102005884	2	3106956
PZE-102006073	2	3186728
PZE-102006128	2	3226523
PZE-102006148	2	3229157
PZE-102006385	2	3379386
PZE-102006513	2	3391541
PZE-102007336	2	3698407
PZE-102007348	2	3707679
PZE-102007366	2	3735379
PZE-102007609	2	3859393
PZE-102007615	2	3859590
PZE-102008221	2	4050691
PZE-102008774	2	4192982
PZE-102009519	2	4300294
PZE-102009739	2	4321023
PZE-102009749	2	4321859
PZE-102009755	2	4365980
PZE-102009795	2	4371417
PZE-102009806	2	4415538
PZE-102011551	2	5229368
PZE-102011812	2	5379267
PZE-102011868	2	5425222
PZE-102011885	2	5425778
PZE-102011930	2	5459218
PZE-102012134	2	5506436
PZE-102012595	2	5555831
PZE-102012785	2	5571572
PZE-102013856	2	5997113
PZE-102013863	2	5997536
PZE-102013873	2	5998181
PZE-102014011	2	6005407
PZE-102014212	2	6037602
PZE-102014226	2	6045720
PZE-102014236	2	6049080
PZE-102014239	2	6050189
PZE-102014337	2	6155748
PZE-102015152	2	6458762
PZE-102015477	2	6596397
PZE-102015478	2	6596480
PZE-102016045	2	6914747
PZE-102016046	2	6915276
PZE-102016053	2	6916374
PZE-102016234	2	6979964
PZE-102016261	2	6980908
PZE-102016464	2	7047188
PZE-102016606	2	7180821
PZE-102016653	2	7176569
PZE-102016761	2	7217799
PZE-102016764	2	7219179
PZE-102016867	2	7267024
PZE-102017073	2	7324638
PZE-102017134	2	7425875
PZE-102017205	2	7524116
PZE-102017300	2	7625747
PZE-102017304	2	7623080
PZE-102017308	2	7622833
PZE-102017443	2	7665252
PZE-102017472	2	7666882
PZE-102017620	2	7745364
PZE-102017662	2	7761316
PZE-102017798	2	7950855
PZE-102017876	2	7953606
PZE-102017883	2	7954053
PZE-102017884	2	7954141
PZE-102017926	2	7961505
PZE-102017930	2	8037168
PZE-102017964	2	8279264
PZE-102018005	2	8287941
PZE-102018085	2	8293999
PZE-102018100	2	8300391
PZE-102018146	2	8502328
PZE-102018147	2	8502361
PZE-102018300	2	8781646
PZE-102018303	2	8783228
PZE-102018319	2	8804814
PZE-102018561	2	8865204
PZE-102018746	2	8908050
PZE-102018940	2	8994031
PZE-102018944	2	8996658
